"id","author","year","title","category","stock","price","rating"
"jdXh4dpO6i5TF8c1ShNX","Veronica Williams",1951,"Manage season","fiction",9,100.7,2
"u2EyY1X6fnXzWYyQsp0j","James Hodge",2022,"His mean service","fiction",11,188.34,3
"UYVu3DTNGve2FFRfEFNe","Robert Herrera",1959,"Which recently","biography",15,185.96,3
"y3DTy0JFv57ykuLvB2Ha","Brian Myers",1941,"Family relationship","biography",2,248.55,2
"k70JlGi6fVvLIhMAhQtA","Veronica Williams",1984,"Owner how represent","biography",12,119.43,3
"YS9E4m0Ri6lnhPQ8xkOg","Joseph Young",1958,"Hair his this","biography",7,265.14,5
"lOwqoZfUf97hQWCI8d4Z","Jonathan Vaughan",1914,"Arrive financial","non-fiction",8,99.32,1
"0VLiZVev8meiOQG5eV2v","Carolyn Wade",1948,"Home court hold","biography",18,292.91,5
"kfMlqkBT3z7NEt4heYD8","Jeremy Murphy",2013,"Onto this but top","non-fiction",2,222.52,4
"33YrLiEOGAIvDeHUwQpQ","David Winters",1928,"Arm task reason","self-help",16,114.61,2
"nJv1eaQBZjbfWry09if0","David Winters",1942,"Them say project","fiction",8,261.49,4
"umXe3n2RxuPMSCffOon0","Steven Sanchez",1968,"Imagine gun rather","self-help",4,15.19,4
"0kNk94TPcX9gtm5DaDFV","Joseph Young",1942,"Still teacher them","non-fiction",18,125.08,1
"NtJqY5GDtaw3HAuoZKDg","Ray Torres",1940,"Heavy through bag","self-help",1,207.46,2
"axvcdLMLObJ1vTxCWSwZ","Elizabeth Mack",1903,"Soon red plan","non-fiction",3,106.92,3
"xomKG1GViNMzBoXEqV3l","Elizabeth Mack",1926,"Good billion catch","non-fiction",16,252.05,2
"Pe5NmA1ssZVdJrCvYXs8","Jonathan Vaughan",1968,"Trouble care pretty","fiction",18,184.91,3
"8pN4VV8FJC1elIOTtc2O","Tammy Leach",2008,"White agency alone","biography",11,131.69,4
"FgoQukAlBKwwyPv8wOJx","Tracie David",1935,"Rule base series","fiction",7,174.5,5
"OADKbNIzHFEqRtsEJ5yx","Veronica Williams",1986,"Even subject","fiction",7,142.94,3
"LSjNAlHLPZZBr6Hy45yu","Zachary Jacobson",1943,"Suddenly material","non-fiction",7,286.3,5
"1BNXpAqztBGnNkX0D93W","Ray Torres",1908,"Other interesting","non-fiction",11,215.35,4
"k2fkluQb2lFRheK5aeCn","Brian Myers",2022,"Pass father feel","self-help",5,27.96,3
"2LxQ00mECwVMXy9sSfcu","Jonathan Vaughan",1934,"Owner state fund","biography",5,158.0,3
"gcntluGtCqbWcFUdVIj0","Veronica Williams",1925,"Near radio even","non-fiction",11,100.48,2
"6S4K7hPp4pjXz8GXbKTh","Steven Sanchez",2007,"Increase indicate","self-help",13,12.34,2
"jtwzviV8gAx0ZhVtJU5U","Derek Wilson",2022,"Scientist foot","stem",1,51.47,4
"r5q6576akXRiqmZYyn3o","Jonathan Vaughan",1931,"Per him care share","self-help",10,227.95,2
"Ub8WBoYBt0wNEtVMxnYR","Zachary Jacobson",1934,"Effort kid defense","fiction",15,141.27,3
"536Nyp1BMp91zq3m2E8k","Leah Kerr",1909,"Law ask visit","non-fiction",8,223.73,5
"ekeiq6ParR9zOYCKLis9","Brian Myers",1961,"Job industry year","fiction",19,212.27,5
"V3zEFEIhZ0siMOrsWZTt","Tammy Leach",1970,"Order run four","fiction",13,18.28,3
"WGj9zTVBA060PoalMJw9","Carolyn Wade",1987,"Contain great","biography",13,103.19,5
"xmNqxcWHWrxMmIm2g2eS","Elizabeth Mack",1978,"Remain total win","biography",1,225.75,3
"HQ6YDv19rN8JKroBhfYj","Brian Combs",2007,"Today mean want","fiction",9,87.98,2
"i7T47mDIRYzqTvmYjt6f","Brian Combs",1999,"Through fall","non-fiction",10,30.44,3
"e4glWamUbZZuIfMCA7Af","Jeremy Murphy",1971,"Thought skill as","stem",4,128.62,2
"sRxYUkZAjlX7K37bX6GT","Tracie David",1935,"Painting take a","self-help",10,264.66,1
"o805t7MO5MtETlcUD1sC","Steven Sanchez",1972,"Foreign paper","stem",5,84.07,2
"5pVTbxzJiICtd11dLlnH","Tammy Leach",1908,"Sometimes walk","self-help",14,116.99,3
"GPG9iKhyHDYibQNpqbCZ","Jeremy Murphy",1929,"Number sign great","fiction",14,143.17,4
"G6xsT3oFcfwSHoceE1Gs","Elizabeth Mack",1963,"Man boy according","fiction",17,133.51,5
"q2vsOodyooem5pK9X1BE","Brian Myers",1904,"Collection poor","fiction",20,130.24,3
"PayMU8NHFyIlzBXLTRou","David Winters",1963,"But son change want","fiction",6,225.76,3
"xrdmoeCrTtqvlTqSpzRH","James Hodge",2002,"International","self-help",0,123.23,1
"RecQHzvGJOnQuEFDge0o","Joseph Young",1973,"Hope free hand","self-help",14,186.0,1
"fKWpmgnY33bi8YKSLdSB","Veronica Williams",1914,"Hit media write","self-help",9,165.32,4
"aGWGYoYaR2wcRSc5HOBb","Brian Combs",1900,"Talk near third","stem",17,98.77,1
"mYZGPW8ZhbRHpilx9lQ4","Steven Sanchez",1923,"Role skill yeah","fiction",19,30.65,5
"pgi3P4Dv4PCTwffzFrtb","Joseph Young",1933,"Month in first","fiction",2,35.36,2
"qeS0TdoF7uGWoDXnF9yq","Carolyn Wade",1930,"Test memory","stem",10,268.82,3
"CjoRRNf8qqEE8DZjLhbs","Robert Herrera",1943,"Property family","stem",14,12.96,1
"FtNc8Oed4NvEmYp0RqI1","Vicki Simmons",1936,"Participant lead","self-help",12,236.28,5
"QqmuCJosShwiPFDgtnjn","Brian Combs",2008,"Out agreement","self-help",10,180.84,2
"FSQ8qdt85vaLqOPCQJoe","Robert Herrera",1918,"Wish beautiful war","fiction",18,112.72,3
"5bKz9SVGLjKrnJh3dTwy","Vicki Simmons",1969,"Almost especially","non-fiction",11,260.27,2
"ufVfJaBzpOmtCf8NrGQH","Ray Torres",1963,"Those line better","stem",6,171.71,1
"2bdmG9WBsQlLppfo1NLG","James Hodge",1919,"Worry not kitchen","self-help",1,204.95,2
"GHqLzoEFO0uLNhLu8P2z","David Winters",1984,"Concern","self-help",8,158.1,2
"rXR85nGSIqtKPXc5hpnd","Derek Wilson",1979,"Explain because hit","non-fiction",9,38.7,3
"tO0nXMgDoV5IOTbjpRJw","Tammy Leach",2008,"A address wish save","non-fiction",5,106.11,1
"we9nTDVr1pEhk82ptjhK","Vicki Simmons",1955,"East play leg any","biography",7,70.9,2
"6ZbLcgMc2C5nEzZNUusq","Brian Myers",2007,"During for since","biography",12,191.62,5
"ZQcIKTjINpxQdZHUaj6d","David Winters",1909,"Sure seek so common","stem",4,30.57,2
"mza3FyiPw0Wq9blpcDke","Ray Torres",1900,"Where different key","self-help",11,238.32,3
"CASb64wNATmUOb7KL8u5","Vicki Simmons",1983,"Anyone medical","biography",4,24.87,4
"cvHXZR5JvR16sEE11heE","Robert Herrera",1999,"Yeah focus sit","self-help",13,233.25,4
"pzCiJYYX6mDH11NA8BOk","Ray Torres",1945,"Blood light seven","self-help",3,247.64,5
"uYn9RbLczORnIjAigWCB","Tammy Leach",1978,"Skin address set","self-help",12,15.83,4
"6fHA9JLIofochtAr23ol","Brian Myers",1999,"Reason add lead","stem",11,166.27,3
"VCTAmBuWM3wLnWxaBVGX","Leah Kerr",1926,"Hundred buy fire","biography",16,116.03,5
"YlpbW0YdIxsQMfPT5lTS","Robert Herrera",1983,"Whether mother how","self-help",18,25.03,4
"WD7xnXgBHE34dBZ5jqub","Abigail Green",1963,"Administration","self-help",16,103.06,5
"ilb48pngHcr8TBZHamMW","Abigail Green",1906,"Design man once","biography",11,51.94,5
"j6DpjaO7XvbEOUcM5Bay","Veronica Williams",1914,"Resource air","biography",7,281.01,5
"kZxz7QqGa2vzqoxMOtLI","Tracie David",1985,"Need minute start","stem",8,281.14,4
"PbfCw3U0ooQTGEu2UeUx","Derek Wilson",1908,"Talk former type","fiction",7,269.56,2
"8lYTBpEzIq4ZYCbfKBVT","Vicki Simmons",2015,"By go what mission","non-fiction",3,188.26,1
"7DOwwBU7BVxXq1aJQHmM","Tracie David",1950,"Modern after best","fiction",17,86.27,4
"n8KnXrGam82dCzq6KT5w","Tammy Leach",2011,"Student range","fiction",6,92.54,4
"ZTXy87IurciQGxxc4zvi","Robert Herrera",2024,"Impact strategy","non-fiction",1,77.4,1
"G2tEp088eP8OiuqGTaSe","James Hodge",1910,"Building step","biography",11,195.23,1
"jwgqLan2z8D1TYsqPvHK","Leah Kerr",1998,"Example successful","self-help",17,35.72,3
"zHv7jAQkPIYhXYvlnOy9","Steven Sanchez",2003,"Protect top rock","non-fiction",14,131.78,4
"jHTOir4NUMlS8F8qHjhb","Abigail Green",1915,"Under common phone","non-fiction",5,65.73,3
"Ik2WaNF3MXQc9Kyfbmcq","Steven Sanchez",2009,"Perhaps stock","self-help",4,116.09,1
"d2tKQ9jNeOKAX5eiGieJ","Steven Sanchez",2016,"Southern soldier","biography",13,78.26,4
"CMNzQpbOmHVoxqoozNpV","Jeremy Murphy",1940,"Yet such focus","stem",9,33.78,5
"B5AMWiEMVURsiq8FC80q","James Hodge",1963,"Economic land order","stem",5,148.38,1
"MvZfW0cMmB9CmZ7xbsTl","Abigail Green",2008,"Possible kind bit","fiction",3,94.73,2
"UsTjq01N3aSt7rBOCuXT","Brian Myers",1938,"Ok without them","stem",4,215.35,5
"f82JmL3uxzgC9EBNIGye","Zachary Jacobson",1998,"Enjoy whose produce","stem",9,42.44,5
"gsDb1j9jGTLQ4YotUi1t","Abigail Green",2022,"Lot away free cover","fiction",0,249.46,2
"qsH18carRyIeNir5nNjJ","Elizabeth Mack",1904,"Use can message","fiction",5,213.41,1
"lNaZFkjbAr1bsfl7Kgl1","Tammy Leach",2003,"Wish hour ten","stem",8,53.28,2
"Nx4yFoklLx4McT6AwzLA","Brian Combs",1907,"Government big pull","stem",16,32.5,4
"oTFekZKNJRpGVQJ5NBg8","Robert Herrera",1971,"Economy someone","non-fiction",20,22.8,5
"ESxcGvTx7UiEigW9wpwU","Tammy Leach",1964,"Home more day","fiction",17,197.9,3
"KsllBZ1QY3FjPHXC20FM","Ray Torres",1937,"Finally take raise","fiction",0,56.74,1
"64g1rJmkZDnKprN5I6YP","Steven Sanchez",1917,"Data next charge","self-help",17,186.5,2
"dDnxqMmgVNUuCX6hNxGE","Brian Myers",1992,"Enough large center","biography",10,148.96,4
"HPJLR2nfssxe2qWHqSPQ","Derek Wilson",1953,"Everybody cultural","self-help",1,99.46,1
"j9zIRpDrlfENv07fFDvP","Steven Sanchez",1934,"Board usually","biography",12,37.75,1
"BHw4VjbBUVigXUIP6anR","David Winters",1937,"A strategy","non-fiction",11,134.22,4
"ABp86eQkvnnC90IJRDk2","Joseph Young",1943,"Pattern back dog","non-fiction",3,291.86,4
"c5qtd2oUfcVFLuED0ity","Brian Myers",2005,"Method impact score","stem",5,55.11,1
"axmc9iCDThhVNrP2uwTj","Abigail Green",1981,"Find action because","fiction",0,196.24,2
"Q3uwOePBsnyKtMjupT1e","Carolyn Wade",1981,"Market serious you","biography",6,167.5,4
"7plUwUIRg8rhudw19XHd","Joseph Young",1902,"This attack believe","stem",11,242.59,4
"FnqltAoLngJzbY8W11rA","Abigail Green",1936,"Impact usually","biography",20,274.48,5
"pVoMrbE3BPtWNby4QLz5","David Winters",1950,"Public assume","self-help",1,85.13,1
"OcBSnyXOSXzmc6grfROY","Steven Sanchez",1971,"Language difference","fiction",12,14.22,5
"tVBQmdfThI7BZu0Fqafp","Robert Herrera",2014,"Side break court","fiction",20,77.65,1
"S4zyQzzKGyhua5SUBFoL","Steven Sanchez",2001,"Vote student role","stem",2,287.76,3
"Vbw5rVyPRmJyqaSOEqSs","Tracie David",1951,"Some car usually","non-fiction",14,199.94,4
"MymgrBSHciOZHBoOpgfo","Jonathan Vaughan",1939,"Pass them ever","non-fiction",13,16.84,5
"0gsWYKnPEGh8LEVzYwVv","Ray Torres",1930,"Off down represent","fiction",10,102.32,2
"PmCMfEhOayM2LDFnWpdP","Brian Combs",1965,"Spend author mouth","non-fiction",10,140.76,5
"4apJ7nmXCIToTfVR2ye2","Elizabeth Mack",1999,"Between sea hundred","stem",9,92.32,3
"sDt3aVYtOQHW9JXdriij","Derek Wilson",1906,"Require program","fiction",10,226.78,1
"qpxfZO2UxjDpuNPsZ6cR","David Winters",1921,"Finish long under","self-help",8,254.26,5
"N0fGEUPtqbqw1Blr30kj","Derek Wilson",1962,"Know attorney","biography",2,14.71,3
"qkXOJlHtuFpbuDyq0QFZ","Derek Wilson",1916,"Reach quickly as","stem",1,156.1,1
"rQzlstQgIC5eVPLLsYni","Zachary Jacobson",1942,"Vote everything","biography",2,277.79,1
"zTqi0HOU7hBPRVoVdB4j","Robert Herrera",1975,"These similar many","stem",15,70.57,5
"qg01UakHJtgljOMwBCjY","Jeremy Murphy",1940,"Build up option","fiction",3,99.21,5
"UyHeRLkAO0hLF8mizH7A","Joseph Young",1934,"Early case","non-fiction",3,74.98,2
"yZVZEXP6KLbCSGyrAYZv","Robert Herrera",2011,"None edge choose","stem",6,96.7,2
"ovnbbdITplsnzELZ2QQn","Zachary Jacobson",1930,"Skin human spend","non-fiction",20,147.47,3
"aWQK5imjg8LWsU3tMPBy","Derek Wilson",1916,"Fine person ever","self-help",10,258.12,5
"IX39Wv0RhXy666Nml8qU","Brian Combs",1986,"Fall father","non-fiction",1,76.78,4
"RSLzARqK3d6YkvJ9nbQ6","Ray Torres",1943,"Material little","fiction",18,142.32,3
"YpdgdbhFvcMKqLFYrEYc","Robert Herrera",1933,"Hold kitchen mouth","non-fiction",12,44.72,4
"u61KkVwJaaPOPDTEtIae","Derek Wilson",1991,"Tell thing main","non-fiction",5,226.69,1
"L6Ujth1NflBdTIjGMgr3","Jeremy Murphy",2006,"Forward movement","fiction",15,116.39,2
"4AKBjwT7yPQ3IhSnvpkv","Joseph Young",1961,"City strategy cold","non-fiction",13,161.28,1
"vry4j6qVlJowRrEYpIl4","Brian Combs",1996,"Best card sister","stem",1,296.31,1
"WHPVTTTOWKGxi1mr7OjX","Brian Combs",1927,"Reach our keep","stem",9,251.31,5
"HabyjXCxMWagYPpGAEo6","Vicki Simmons",2009,"You able","non-fiction",5,136.49,5
"kyFHNG1gxrcSMtZ9iYJm","Carolyn Wade",1943,"Wonder impact","non-fiction",14,294.8,5
"MothAVrcRmBJZcZS4Eta","Brian Combs",1934,"Order PM wonder","stem",14,285.52,2
"QF7DNtHk9t7mmHcWQJZx","Joseph Young",1997,"Too ever sort such","non-fiction",7,294.19,5
"K8QBlOYjdxipTSCwAw32","Joseph Young",2000,"Treatment sell","self-help",13,98.04,4
"Jf4e7DKJzHELowHzQXA7","Veronica Williams",2003,"Each marriage","stem",11,172.86,3
"3vL95wi2EmOR5dF0PLoR","Jonathan Vaughan",1984,"Upon interesting","non-fiction",9,50.09,1
"TSBMW6IzKYFtw8wTTxwW","Derek Wilson",1935,"Other month relate","biography",9,67.79,5
"avNisiHNVuLadjMtEEeb","Jeremy Murphy",2011,"Try pull short vote","biography",8,41.04,4
"5UpLBAvvnHaZpLBNWhOK","Elizabeth Mack",2009,"Trip particular","fiction",15,185.47,2
"fQ1sP042azD4dqLy19li","Carolyn Wade",1909,"Cause hear music","self-help",14,39.62,5
"O4nxaPW0tX8ETpP4vrw0","Jonathan Vaughan",1927,"Site together","fiction",11,120.74,2
"I77RdV5DupCyyXQJqPwa","Abigail Green",1949,"Together building","biography",2,56.62,4
"gFXz1IKC5kE33ks8dvaY","Zachary Jacobson",1952,"Everyone happy","non-fiction",17,283.73,2
"lnVa6pDQiQZFYnm6uZ7b","Elizabeth Mack",1931,"Process involve","stem",0,77.37,3
"9jCZb86vZBWdHbtmMoID","Carolyn Wade",1907,"Serious control","biography",14,283.89,2
"JZaMbpdKPYaDJM9Lt9Pj","Carolyn Wade",1965,"Purpose member ever","fiction",4,290.42,2
"9bstJkjrEUE28HM6QZBc","James Hodge",1991,"Center evening","non-fiction",6,294.59,5
"9oKopqDjNEJOsDRSvXDc","Carolyn Wade",1957,"Activity ok build","stem",11,285.58,3
"9FKiB1Krds186MqSeSoz","Tracie David",1981,"Here window how","self-help",9,18.09,3
"y33FOuEJjY1VZKBBmug2","Robert Herrera",1922,"Worry conference","non-fiction",17,75.89,1
"AHtpILRzCDaqO5qlKWto","David Winters",2022,"Life always perhaps","self-help",12,70.75,3
"0vawkoX3VCKhwvzqwpSY","James Hodge",1935,"Green including","self-help",12,271.64,3
"LAV3JAOTQR7JaUvSzf3K","Leah Kerr",1907,"There she writer","stem",4,219.64,5
"OPdM5TXWBZ7aRoOkKFqM","Abigail Green",2018,"Movie you various","stem",18,253.26,4
"MaFPqPOUyPQFywbu1vgn","Vicki Simmons",1921,"End expert meeting","stem",0,94.79,2
"hByUjCfxsGIOP534ZuLv","Robert Herrera",1984,"It organization","biography",18,164.55,5
"7e3CFatS214BgW8HJRBw","Tracie David",1955,"Unit similar toward","self-help",10,60.95,3
"2BqwPjXnU2Xx3WOAneR7","Tracie David",2010,"Beat rule practice","biography",12,132.39,1
"zvhocLux5773zQo9ouvg","Jeremy Murphy",2017,"Summer successful","non-fiction",16,171.6,3
"2vkPRJwLbNbVtl4Qw4W6","Tracie David",1928,"Scientist scientist","self-help",4,262.13,1
"XyKPNTM2rsKfty45Ps98","Carolyn Wade",1955,"Write myself strong","stem",5,31.29,2
"PZPEhDwa5d8qRlqsjX2g","Ray Torres",1946,"Wide would charge","non-fiction",16,76.64,3
"v3OCvmKLykgp1IddYpEd","Tammy Leach",1949,"Share money almost","self-help",3,237.39,4
"qwpavRpunU4wWQxyxCe9","Abigail Green",1952,"Speak traditional","non-fiction",13,255.47,3
"DAqNFL3vhFGxLn8oCQkf","Joseph Young",1922,"Officer notice","self-help",10,19.28,3
"Qahk9PQntZu8zCagNMhB","Brian Combs",1969,"Public lawyer","biography",2,99.45,2
"wuS6LM7o0fE2FCIWh632","Tammy Leach",2014,"Them cover","stem",19,204.44,5
"bZcjLmcK3t0zil9aNDFI","Carolyn Wade",1979,"Expert same appear","stem",3,238.86,2
"VHkx57SuhyhkTl74W96j","Derek Wilson",2005,"Happy dinner pull","stem",8,168.48,5
"OK9a7LP6oSDVrBTOXP1j","Abigail Green",1971,"Management","fiction",19,181.09,4
"CXr5nXmLL9YSnaHyWI9n","Brian Combs",1977,"Firm before","self-help",8,24.98,3
"GgolrF1VFESISqb7eG3M","Zachary Jacobson",1952,"Bring discussion","non-fiction",17,289.92,1
"sGbeIvA8AF0IjxcALLIT","James Hodge",1953,"Thus phone analysis","self-help",16,103.68,5
"8QfJRqLiqyR5HkxHyTOc","Abigail Green",1978,"Number bar begin","biography",1,253.0,1
"8F4FZDjF51fXCdTue8aN","Veronica Williams",2004,"Change tax today","non-fiction",9,223.69,3
"hPASuzWmi9rHYsWwwWi3","Brian Combs",1958,"Look market save","stem",9,203.62,2
"z4qgRRwmjcfh4JTYZMih","James Hodge",1990,"In adult image sign","self-help",19,121.05,5
